Time,Fixed-Point-Operation,Edge,Label,Old Bound,New Bound,Occurred Due To
0,0,"('heelo', 'minor')",triage_category,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,"('heelo', '0')",medevac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,"('heelo', '0')",evac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,"('heelo', '0')",resupply_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,"('heelo', '1')",medevac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,"('heelo', '1')",evac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,"('heelo', '1')",resupply_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,"('heelo', '2')",medevac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,"('heelo', '2')",evac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,"('heelo', '2')",resupply_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,"('heelo', '3')",medevac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,"('heelo', '3')",evac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,"('heelo', '3')",resupply_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,"('heelo', '4')",medevac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,"('heelo', '4')",evac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,"('heelo', '4')",resupply_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,"('heelo', '5')",medevac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,"('heelo', '5')",evac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,"('heelo', '5')",resupply_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,"('heelo', '6')",medevac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,"('heelo', '6')",evac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,"('heelo', '6')",resupply_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
